domain,country,provider_type,provider,count
dhi-paris.fr,unknown,1.0,0,
evolutions.de,unknown,1.0,0,
oblacno.com,unknown,1.0,0,
dbr.nrw.schule,unknown,1.0,0,
brendes.de,unknown,1.0,0,
bojang.de,unknown,1.0,0,
twelve-net.de,unknown,1.0,0,
gronau-hainer.de,unknown,1.0,0,
ba-rm.de,Germany,2.0,Berufsakademie Rhein-Main,
eppingen.de,unknown,1.0,0,
cybersicherheit.bwl.de,unknown,1.0,0,
sonja-assfalg.de,unknown,1.0,0,
icaa.ac,unknown,1.0,0,
schippel.info,unknown,1.0,0,
md-bw.de,unknown,1.0,0,
eviden.com,unknown,1.0,0,
bkm.nrw.schule,unknown,1.0,0,
exelentic.com,unknown,1.0,0,
phil.tu-chemnitz.de,Germany,2.0,TU Chemnitz,
konzepter.com,unknown,1.0,0,
khsb-berlin.de,Germany,2.0,Katholische Hochschule Berlin,
martin-rothofer.de,unknown,1.0,0,
kappel-dierolf.de,unknown,1.0,0,
corvice.com,unknown,1.0,0,
zoho.eu,unknown,1.0,0,
pauline13.de,unknown,1.0,0,
mission-bildungschance.de,unknown,1.0,0,
kv-business-school.ch,unknown,1.0,0,
agocs-garbsen.de,unknown,1.0,0,
bv.aok.de,unknown,1.0,0,
rechnungshof.hessen.de,unknown,1.0,0,
besselgymnasium.de,unknown,1.0,0,
pr-services.com,unknown,1.0,0,
diesdas.digital,unknown,1.0,0,
id-s.de,unknown,1.0,0,
dbfk.de,unknown,1.0,0,
rv.de,unknown,1.0,0,
lra-ed.de,unknown,1.0,0,
claudiabihler.com,unknown,1.0,0,
lanthan-safe-sky.com,unknown,1.0,0,
danicabremer.de,unknown,1.0,0,
max-doerr.de,unknown,1.0,0,
nettech-georgiadou.net,unknown,1.0,0,
justice.be.ch,unknown,1.0,0,
schehack.de,unknown,1.0,0,
goeldner.org,unknown,1.0,0,
teamingful-innovation.com,unknown,1.0,0,
fwpconsulting.de,unknown,1.0,0,
schwanheim.com,unknown,1.0,0,
alsterring-gymnasium.de,unknown,1.0,0,
mconsult-info.com,unknown,1.0,0,
mti.rwth-aachen.de,Germany,2.0,RWTH Aachen,
doepke.de,unknown,1.0,0,
montessori-schweinfurt.de,unknown,1.0,0,
mark.at,unknown,1.0,0,
dav-heilbronn.de,unknown,1.0,0,
melecs.com,unknown,1.0,0,
hald-grunewald.de,unknown,1.0,0,
stefaneylers.de,unknown,1.0,0,
rapp-edv-systeme.de,unknown,1.0,0,
volker-ostwinkel.de,unknown,1.0,0,
fotomarburg.de,unknown,1.0,0,
hmt-leipzig.de,Germany,2.0,Hochschule für Musik und Theater „Felix Mendelssohn Bartholdy“ Leipzig,
personalcomputer.ch,unknown,1.0,0,
loeschpack.com,unknown,1.0,0,
elisols.com,unknown,1.0,0,
va-lautenbach.de,unknown,1.0,0,
smartico.one,unknown,1.0,0,
ralfkauther.de,unknown,1.0,0,
veeser-dombrowski.de,unknown,1.0,0,
drv-md.de,unknown,1.0,0,
albertwirkert.com,unknown,1.0,0,
khaldunalsaadi.de,unknown,1.0,0,
kieselmann.de,unknown,1.0,0,
hansemerkur.de,unknown,1.0,0,
stiftkeppel.de,unknown,1.0,0,
apprend.com,unknown,1.0,0,
bauermedia.com,unknown,1.0,0,
elbkonzept.com,unknown,1.0,0,
brgenns.ac.at,unknown,1.0,0,
sines.de,unknown,1.0,0,
hilden.de,unknown,1.0,0,
pkn.de,unknown,1.0,0,
wonderworld-production.de,unknown,1.0,0,
naturheilpraxis-lakenbrink.de,unknown,1.0,0,
brnr.at,unknown,1.0,0,
buero-teubner.de,unknown,1.0,0,
ammermann-doehler.de,unknown,1.0,0,
avestar.de,unknown,1.0,0,
netic.de,unknown,1.0,0,
bszam.de,unknown,1.0,0,
steinbeis.schule,unknown,1.0,0,
knaack-pe.de,unknown,1.0,0,
e-messmer.de,unknown,1.0,0,
urano.de,unknown,1.0,0,
law-school.de,Germany,2.0,Bucerius Law School,
satzundsieg.de,unknown,1.0,0,
bafg.de,unknown,1.0,0,
otto-lse.com,unknown,1.0,0,
jennylangner.de,unknown,1.0,0,
dehn.de,unknown,1.0,0,
bcxp.de,unknown,1.0,0,
orangecpm.de,unknown,1.0,0,
danielafehring.com,unknown,1.0,0,
vm.bwl.de,unknown,1.0,0,
codepels.de,unknown,1.0,0,
asg-spremberg.de,unknown,1.0,0,
heiedu.ph-heidelberg.de,Germany,2.0,PH Heidelberg,
fh-mittelstand.de,Germany,2.0,FH des Mittelstandes,
butscher.de,unknown,1.0,0,
endlich.it,unknown,1.0,0,
bs-badkrozingen.de,unknown,1.0,0,
solution-elements.com,unknown,1.0,0,
mk-impulse.de,unknown,1.0,0,
marburger-altenhilfe.de,unknown,1.0,0,
recht.uni-siegen.de,Germany,2.0,Universität Siegen,
agromgt.com,unknown,1.0,0,
rkmcon.de,unknown,1.0,0,
olek.net,unknown,1.0,0,
handelsblattgroup.com,unknown,1.0,0,
rehaklinik-online.de,0,0.0,0.0,
leg-wohnen.de,unknown,1.0,0,
jumero.de,unknown,1.0,0,
rosenlehner.org,unknown,1.0,0,
franks-divecenter.de,unknown,1.0,0,
barbarasieger.de,unknown,1.0,0,
derdetektor.de,unknown,1.0,0,
rkw.de,unknown,1.0,0,
securiton.de,unknown,1.0,0,
vulkan.com,unknown,1.0,0,
iav.de,unknown,1.0,0,
den-wandel-gestalten.de,unknown,1.0,0,
vibos.de,unknown,1.0,0,
sjb-beratung.de,unknown,1.0,0,
aht.at,unknown,1.0,0,
kolauch.de,unknown,1.0,0,
offcampus.de,unknown,1.0,0,
reinhausen.com,unknown,1.0,0,
produktmanagementor.de,unknown,1.0,0,
hgkock.de,unknown,1.0,0,
merlausch.de,unknown,1.0,0,
hl-grab.de,unknown,1.0,0,
saskiavonsanden.com,unknown,1.0,0,
doscon.de,unknown,1.0,0,
bntgmbh.de,unknown,1.0,0,
modernesprache.de,unknown,1.0,0,
rs-badstaffelstein.de,unknown,1.0,0,
zegk.uni-heidelberg.de,Germany,2.0,Universität Heidelberg,
mckinleyblack.com,unknown,1.0,0,
sfolkar.com,unknown,1.0,0,
sw-bb.de,unknown,1.0,0,
herfurt.net,unknown,1.0,0,
sz.rwth-aachen.de,Germany,2.0,RWTH Aachen,
kreis-guetersloh.de,unknown,1.0,0,
fsg-geldern.de,unknown,1.0,0,
schmitz-mode.de,unknown,1.0,0,
biddermann.de,unknown,1.0,0,
evkirchepfalz.de,unknown,1.0,0,
webahoi.at,unknown,1.0,0,
paritaet-nrw.org,unknown,1.0,0,
testotis.de,unknown,1.0,0,
arnsberg.de,unknown,1.0,0,
krankenhaus-reinbek.de,unknown,1.0,0,
norderstedt.de,unknown,1.0,0,
marwitz.name,unknown,1.0,0,
eurolog.com,unknown,1.0,0,
zfsl-muenster.nrw.schule,unknown,1.0,0,
asi-online.de,0,0.0,0.0,
sartorius.com,unknown,1.0,0,
sbbzsb.de,unknown,1.0,0,
felibg.com,unknown,1.0,0,
stud.h2.de,Germany,2.0,Hochschule Magdeburg-Stendal,
itri.org.tw,unknown,1.0,0,
maderstein.de,unknown,1.0,0,
oerenbas.com,unknown,1.0,0,
pandora-lab.de,unknown,1.0,0,
healthcare-akademie.de,unknown,1.0,0,
kaufland.sk,unknown,1.0,0,
hoplahup.net,unknown,1.0,0,
klose-hemer.de,unknown,1.0,0,
m1hausen.net,unknown,1.0,0,
bildenundgestalten.de,unknown,1.0,0,
franziskusgymnasium-it.de,unknown,1.0,0,
ingensiep.de,unknown,1.0,0,
hertelt.de,unknown,1.0,0,
dgtl1.at,unknown,1.0,0,
publizistikinstitut.de,unknown,1.0,0,
hintner.at,unknown,1.0,0,
klebl.de,unknown,1.0,0,
feilmeier.eu,unknown,1.0,0,
glkn.de,unknown,1.0,0,
isimko.de,unknown,1.0,0,
gothaer-bildung.de,unknown,1.0,0,
diebildungspartner.de,unknown,1.0,0,
merz-info.de,unknown,1.0,0,
kh-berlin.de,Germany,2.0,Weißensee Kunsthochschule Berlin,
wibo.de,unknown,1.0,0,
iabg.de,unknown,1.0,0,
johannes-diakonie.de,unknown,1.0,0,
shi-institut.de,unknown,1.0,0,
bimi.landsh.de,unknown,1.0,0,
ggnauen.de,unknown,1.0,0,
hessenchemie.de,unknown,1.0,0,
jura.uni-freiburg.de,Germany,2.0,Universität Freiburg,
wifa.uni-leipzig.de,Germany,2.0,Universität Leipzig,
frings.page,unknown,1.0,0,
dr-raetz.de,unknown,1.0,0,
wladasch.de,unknown,1.0,0,
puerto-muenchen.de,unknown,1.0,0,
erlgasse.at,unknown,1.0,0,
adiro.com,unknown,1.0,0,
kroegernet.de,unknown,1.0,0,
homeport.hamburg,unknown,1.0,0,
df-eme.org,unknown,1.0,0,
leyton.ac.uk,unknown,1.0,0,
mdc-berlin.de,unknown,1.0,0,
tinhofer.legal,unknown,1.0,0,
fsm.bistum365.de,unknown,1.0,0,
iit-berlin.de,unknown,1.0,0,
bsb.hamburg.de,unknown,1.0,0,
re-gister.com,unknown,1.0,0,
iem.fraunhofer.de,unknown,1.0,0,
interzell.com,unknown,1.0,0,
bgbau.de,unknown,1.0,0,
daten360grad.digital,unknown,1.0,0,
schelter.eu,unknown,1.0,0,
gmx.tm,0,0.0,0.0,
amulax.de,unknown,1.0,0,
lgs-di.de,unknown,1.0,0,
appcamps.de,unknown,1.0,0,
stefan-on-web.de,0,0.0,0.0,
hansa-berufskolleg-unna.de,unknown,1.0,0,
math.fu-berlin.de,Germany,2.0,FU Berlin,
gss-tuebingen.de,unknown,1.0,0,
brelle.de,unknown,1.0,0,
uit.ac.ma,unknown,1.0,0,
rlg.berlin,unknown,1.0,0,
mwg-augsburg.de,unknown,1.0,0,
atos.net,unknown,1.0,0,
staubinger.de,unknown,1.0,0,
vwa-muenchen.de,unknown,1.0,0,
mail.utoronto.ca,Canada,2.0,University of Toronto,
gws-loerrach.de,unknown,1.0,0,
pfister-online.de,0,0.0,0.0,
geschichte.uni-freiburg.de,Germany,2.0,Universität Freiburg,
honekamp.de,unknown,1.0,0,
unibo.it,Italy,2.0,University of Bologna,
wissenschaftliches-arbeiten-lehren.de,unknown,1.0,0,
barnim-gymnasium.net,unknown,1.0,0,
wiwi.uni-augsburg.de,Germany,2.0,Universität Augsburg,
froschauer.org,unknown,1.0,0,
inbox.ru,unknown,0.0,0.0,
hubaachen.de,unknown,1.0,0,
tecinnovation.de,unknown,1.0,0,
bayern-innovativ.de,unknown,1.0,0,
sektion23.de,unknown,1.0,0,
porticus.com,unknown,1.0,0,
nksa.ch,unknown,1.0,0,
radtke-and-more.de,unknown,1.0,0,
epostix.de,unknown,1.0,0,
attila-schuster.de,unknown,1.0,0,
plakos.de,unknown,1.0,0,
hzdr.de,unknown,1.0,0,
cs.tu-darmstadt.de,Germany,2.0,TU Darmstadt,
dieter-schwarz-stiftung.de,unknown,1.0,0,
kroepelin-projekte.de,unknown,1.0,0,
dainstudios.com,unknown,1.0,0,
sonjabusch.de,unknown,1.0,0,
bbraun.com,unknown,1.0,0,
masterplan.com,unknown,1.0,0,
hawkins-consulting.com,unknown,1.0,0,
e-b-z.de,unknown,1.0,0,
iff.fraunhofer.de,unknown,1.0,0,
tomspike.com,unknown,1.0,0,
hahn-schickard.de,unknown,1.0,0,
zberg.ch,unknown,1.0,0,
hdt.de,unknown,1.0,0,
statworx.com,unknown,1.0,0,
kindsmueller.de,unknown,1.0,0,
profilarbeit.de,unknown,1.0,0,
ipk.fraunhofer.de,unknown,1.0,0,
helsinki.fi,Finland,2.0,University of Helsinki,
he.aok.de,unknown,1.0,0,
pcs-akademie.de,unknown,1.0,0,
bmz.bund.de,unknown,1.0,0,
bs-elmshorn.de,unknown,1.0,0,
metaprov.com,unknown,1.0,0,
bw.aok.de,unknown,1.0,0,
targetter.co.za,unknown,1.0,0,
bdw-mv.de,unknown,1.0,0,
stsah.de,unknown,1.0,0,
satisloh.com,unknown,1.0,0,
live.fr,unknown,0.0,0.0,
varney.de,unknown,1.0,0,
digethic.com,unknown,1.0,0,
igs-buchholz.de,unknown,1.0,0,
sapera-studios.de,unknown,1.0,0,
zuw.unibe.ch,Switzerland,2.0,Universität Bern,
hmg-im.de,unknown,1.0,0,
matrix-ggmbh.de,unknown,1.0,0,
etu.unistra.fr,France,2.0,Université de Strasbourg,
hfs-zizers.ch,unknown,1.0,0,
umich.edu,United States,2.0,University of Michigan - Ann Arbor,
capgemini.com,unknown,1.0,0,
daf.lmu.de,Germany,2.0,Universität München,
aimsammi.org,unknown,1.0,0,
van-porten.de,unknown,1.0,0,
windthorstgymnasium.de,unknown,1.0,0,
ptu.tu-darmstadt.de,Germany,2.0,TU Darmstadt,
stefan-altenkamp.de,unknown,1.0,0,
webitsec.de,unknown,1.0,0,
yahoo.ca,unknown,0.0,0.0,
aa-web.de,0,0.0,0.0,
mstach.de,unknown,1.0,0,
wdr.de,unknown,1.0,0,
se.com,unknown,1.0,0,
itech-bs14.de,unknown,1.0,0,
gds2.de,unknown,1.0,0,
yahoo.com.ar,unknown,0.0,0.0,
startinvr.de,unknown,1.0,0,
gruendungsbuero.info,unknown,1.0,0,
fhwn.ac.at,Austria,2.0,Fachhochschule Wiener Neustadt,
helmholtzschule-ffm.de,unknown,1.0,0,
reishagen.de,unknown,1.0,0,
yahoo.in,unknown,0.0,0.0,
vosshenrich.de,unknown,1.0,0,
smartfactory.de,unknown,1.0,0,
rosen-group.com,unknown,1.0,0,
grueneklee.name,unknown,1.0,0,
praxis-riedl.de,unknown,1.0,0,
x-ai.eu,unknown,1.0,0,
digitale-helden.de,unknown,1.0,0,
ai-grid.org,unknown,1.0,0,
bluemoon.de,unknown,1.0,0,
jdsr.de,unknown,1.0,0,
hsw-hameln.de,Germany,2.0,Hochschule Weserbergland,
sgf.com,unknown,1.0,0,
avnet.eu,unknown,1.0,0,
akad.de,Germany,2.0,AKAD University,
bccn-berlin.de,unknown,1.0,0,
oneheadahead.com,unknown,1.0,0,
dgi-info.de,unknown,1.0,0,
systemliner.de,unknown,1.0,0,
stadt.wolfsburg.de,unknown,1.0,0,
student.dhbw-mannheim.de,Germany,2.0,DHBW,
akkodis.com,unknown,1.0,0,
wks-weilburg.de,unknown,1.0,0,
fssn.de,unknown,1.0,0,
gsub.de,unknown,1.0,0,
miratecs.de,unknown,1.0,0,
qualitus.de,unknown,1.0,0,
mindgroup.io,unknown,1.0,0,
vi-motion.de,unknown,1.0,0,
gymnasium-ochtrup.de,unknown,1.0,0,
p-didakt.com,unknown,1.0,0,
epicenter.works,unknown,1.0,0,
krankikom.de,unknown,1.0,0,
dettlaff-guenther.de,unknown,1.0,0,
egge-consulting.de,unknown,1.0,0,
indiaeu-training-consulting.de,unknown,1.0,0,
clauditz.de,unknown,1.0,0,
hanns-seidel-gymnasium.de,unknown,1.0,0,
schnorr.de,unknown,1.0,0,
martina-barton.de,unknown,1.0,0,
telenet.be,unknown,0.0,0.0,
tomk.de,unknown,1.0,0,
bk-hennef.de,unknown,1.0,0,
fondsfinanz.de,unknown,1.0,0,
tagueri.com,unknown,1.0,0,
rhiem.com,unknown,1.0,0,
it-pr.de,unknown,1.0,0,
student.uthm.edu.my,Malaysia,2.0,Universiti Tun Hussein Onn Malaysia,
dkjs.de,unknown,1.0,0,
ist.com,unknown,1.0,0,
ulricianum-aurich.de,unknown,1.0,0,
damec.de,unknown,1.0,0,
torstenmannschott.de,unknown,1.0,0,
bbs-bingen.de,unknown,1.0,0,
coxhr.de,unknown,1.0,0,
my-moove.de,unknown,1.0,0,
cismart.de,unknown,1.0,0,
agex-it.de,unknown,1.0,0,
herzblutdigital.de,unknown,1.0,0,
nord-com.net,unknown,1.0,0,
btconnect.com,unknown,0.0,0.0,
ikim-ms.de,unknown,1.0,0,
bertha-online.de,0,0.0,0.0,
volkswagenstiftung.de,unknown,1.0,0,
brueninghaus-online.de,0,0.0,0.0,
gewerbeschule-vs.de,unknown,1.0,0,
witzenmann.com,unknown,1.0,0,
michael-weitauer.de,unknown,1.0,0,
roentgengymnasium.de,unknown,1.0,0,
btls-world.com,unknown,1.0,0,
bkk-dv.de,unknown,1.0,0,
it-braun.de,unknown,1.0,0,
steffencweber.de,unknown,1.0,0,
kabsi.at,unknown,1.0,0,
hejniak.net,unknown,1.0,0,
parissenti.ch,unknown,1.0,0,
leuze.com,unknown,1.0,0,
peterhahn.de,unknown,1.0,0,
borchmeyer-online.de,0,0.0,0.0,
alice-salomon.de,unknown,1.0,0,
bitdynamo.com,unknown,1.0,0,
radolfzell.de,unknown,1.0,0,
edago.de,unknown,1.0,0,
rbb-online.de,0,0.0,0.0,
roeka-kh.de,unknown,1.0,0,
kerstindobler.de,unknown,1.0,0,
kfz-sh.de,unknown,1.0,0,
privacy-legal.de,unknown,1.0,0,
vbs.ac.at,unknown,1.0,0,
birdsonmars.com,unknown,1.0,0,
lern-raum.info,unknown,1.0,0,
ea-rlp.de,unknown,1.0,0,
mathieu.info,unknown,1.0,0,
brockhaus.de,unknown,1.0,0,
lisum.berlin-brandenburg.de,unknown,1.0,0,
mattschwarz-animation.de,unknown,1.0,0,
stein-koeln.de,unknown,1.0,0,
innoxsprint.com,unknown,1.0,0,
reneelechner.ch,unknown,1.0,0,
alice.it,unknown,0.0,0.0,
hbksaar.de,Germany,2.0,HBK Saarbrücken,
w-vwa.de,unknown,1.0,0,
nlq.nibis.de,unknown,1.0,0,
vwfs.com,unknown,1.0,0,
cnh.at,unknown,1.0,0,
sam.sdu.dk,Denmark,2.0,University of Southern Denmark - SDU,
nordcafe.de,unknown,1.0,0,
hiz-saarland.de,unknown,1.0,0,
medi.ch,unknown,1.0,0,
iosb.fraunhofer.de,unknown,1.0,0,
edu.isetcom.tn,unknown,1.0,0,
mathworks.com,unknown,1.0,0,
bude22.de,unknown,1.0,0,
lubw.bwl.de,unknown,1.0,0,
habtom.org,unknown,1.0,0,
form-and-formless.de,unknown,1.0,0,
schulen-baar.ch,unknown,1.0,0,
bodenseekreis.de,unknown,1.0,0,
webb24.de,unknown,1.0,0,
bra.nrw.de,unknown,1.0,0,
fpt.edu.vn,Viet Nam,2.0,FPT University,
stiftung-evz.de,unknown,1.0,0,
neuburg.name,unknown,1.0,0,
hbk-net.de,unknown,1.0,0,
mci4me.at,unknown,1.0,0,
data4life.care,unknown,1.0,0,
hannoverimpuls.de,unknown,1.0,0,
ratsgymnasium.de,unknown,1.0,0,
iupr.com,unknown,1.0,0,
gymnasium-wentorf.de,unknown,1.0,0,
labor-limbach-lehrte.de,unknown,1.0,0,
alumni.uni-ulm.de,Germany,2.0,Universität Ulm,
bluepressure.de,unknown,1.0,0,
de.ibm.com,unknown,1.0,0,
sma.de,unknown,1.0,0,
mein-tmg.de,unknown,1.0,0,
bmk-electronics.de,unknown,1.0,0,
dlr.rlp.de,unknown,1.0,0,
jw-webservice.de,unknown,1.0,0,
private-fos.de,unknown,1.0,0,
zlb.uni-halle.de,Germany,2.0,Universität Halle,
hansweber.de,unknown,1.0,0,
smartsurv.de,unknown,1.0,0,
kaeding.de,unknown,1.0,0,
max-eyth-schule.de,unknown,1.0,0,
europaschule-bornheim.de,unknown,1.0,0,
inatech.uni-freiburg.de,Germany,2.0,Universität Freiburg,
stella-richter.de,unknown,1.0,0,
chbroda.de,unknown,1.0,0,
iat.uni-leipzig.de,Germany,2.0,Universität Leipzig,
relay.firefox.com,unknown,1.0,0,
alten.be,unknown,1.0,0,
schuetzdigital.de,unknown,1.0,0,
bremer-net.de,unknown,1.0,0,
gymnossen.lernsax.de,unknown,1.0,0,
bistum-essen.de,unknown,1.0,0,
esi.dz,unknown,1.0,0,
niederjahna.de,unknown,1.0,0,
schullogin.de,unknown,1.0,0,
finanzen.bremen.de,unknown,1.0,0,
raumservice.de,unknown,1.0,0,
maltestock.com,unknown,1.0,0,
ucl.ac.uk,United Kingdom,2.0,"University College London, University of London",
carlsen.de,unknown,1.0,0,
seniorenakademie-donau-oberschwaben.de,unknown,1.0,0,
igmetall.de,unknown,1.0,0,
entero.de,unknown,1.0,0,
med.uni-rostock.de,Germany,2.0,Universität Rostock,
wisoak.de,unknown,1.0,0,
abbott.com,unknown,1.0,0,
zfs.uni-kiel.de,Germany,2.0,Universität Kiel,
iludis.de,unknown,1.0,0,
arbeitnehmer-coaching.de,unknown,1.0,0,
fantasymail.de,unknown,0.0,0.0,
eclipso.de,unknown,1.0,0,
gts.lernsax.de,unknown,1.0,0,
digitalysator.com,unknown,1.0,0,
leavesandtrees.de,unknown,1.0,0,
bismarckschule.eu,unknown,1.0,0,
kienbaum.de,unknown,1.0,0,
gss.kbs.schule,unknown,1.0,0,
hoga-schulen.de,unknown,1.0,0,
tms-hl.org,unknown,1.0,0,
jaenich.de,unknown,1.0,0,
biwe-akademie.de,unknown,1.0,0,
mailinator.com,unknown,0.0,0.0,
istik.de,unknown,1.0,0,
hydrometeo.de,unknown,1.0,0,
kbwr.de,unknown,1.0,0,
kirchentag.de,unknown,1.0,0,
know-them.de,unknown,1.0,0,
hfmt-hamburg.de,Germany,2.0,Hochschule für Musik und Theater Hamburg,
thoeni.com,unknown,1.0,0,
ifib.de,unknown,1.0,0,
brueckner.io,unknown,1.0,0,
froels.eu,unknown,1.0,0,
hmdis.hessen.de,unknown,1.0,0,
kth.se,Sweden,2.0,KTH Royal Institute of Technology,
tssbit.de,unknown,1.0,0,
bam.de,unknown,1.0,0,
biconsultants.de,unknown,1.0,0,
roesberg.com,unknown,1.0,0,
bfs.admin.ch,unknown,1.0,0,
tau.edu.tr,Turkey,2.0,Türkisch-Deutsche Universität,
kuehne-nagel.com,unknown,1.0,0,
eduardwagner.org,unknown,1.0,0,
andreas3.de,unknown,1.0,0,
informatik.rwth-aachen.de,Germany,2.0,RWTH Aachen,
ess-wi.de,unknown,1.0,0,
daniela-keusen.de,unknown,1.0,0,
wzl.rwth-aachen.de,Germany,2.0,RWTH Aachen,
woehlerschule.de,unknown,1.0,0,
andreasbub.de,unknown,1.0,0,
cramer-gl.de,unknown,1.0,0,
ildung.de,unknown,1.0,0,
vega.com,unknown,1.0,0,
googlemail.com,unknown,0.0,0.0,
student.unisg.ch,Switzerland,2.0,Universität St. Gallen (HSG),
andrew.cmu.edu,United States,2.0,Carnegie Mellon University,
bayers-world.eu,unknown,1.0,0,
visiconsult.de,unknown,1.0,0,
dvdkoeln.de,unknown,1.0,0,
boerger-net.de,unknown,1.0,0,
dadb.com,unknown,1.0,0,
schluepen.eu,unknown,1.0,0,
stud.eah-jena.de,Germany,2.0,Ernst-Abbe-Hochschule Jena,
yahoo.com.hk,unknown,0.0,0.0,
technikerschule-erlangen.de,unknown,1.0,0,
dvse.de,unknown,1.0,0,
telkomuniversity.ac.id,Indonesia,2.0,Universitas Telkom,
guj.de,unknown,1.0,0,
nicolaikrueger.de,unknown,1.0,0,
bnetza.de,unknown,1.0,0,
wver.de,unknown,1.0,0,
scholz.app,unknown,1.0,0,
mz.cbs-mail.de,0,0.0,0.0,
mildred-harnack-schule.de,unknown,1.0,0,
gottesheim.at,unknown,1.0,0,
uba.de,unknown,1.0,0,
change-format.de,unknown,1.0,0,
snu.ac.kr,"Korea, Republic of",2.0,Seoul National University,
wegbereitung.com,unknown,1.0,0,
schnellinger.net,unknown,1.0,0,
dds-consulting.de,unknown,1.0,0,
kfnmail.ch,unknown,1.0,0,
otto.de,unknown,1.0,0,
karstenbeck.net,unknown,1.0,0,
hansels.de,unknown,1.0,0,
olaf-janssen.com,unknown,1.0,0,
itc-sac.com,unknown,1.0,0,
lmk13.de,unknown,1.0,0,
ruefmark.com,unknown,1.0,0,
man-es.com,unknown,1.0,0,
idelberger.de,unknown,1.0,0,
kaimueller-art.de,unknown,1.0,0,
viriya-media.de,unknown,1.0,0,
tp.edu.sg,Singapore,2.0,Temasek Polytechnic,
student.tugraz.at,Austria,2.0,Technische Universität Graz,
bdo.de,unknown,1.0,0,
imbi.uni-freiburg.de,Germany,2.0,Universität Freiburg,
gymnasiummarienberg.de,unknown,1.0,0,
empa.ch,unknown,1.0,0,
kks-emsdetten.de,unknown,1.0,0,
datatec.studio,unknown,1.0,0,
outlook.com.ar,0,0.0,0.0,
muenkel.cc,unknown,1.0,0,
stis.ac.id,unknown,1.0,0,
bwnrw.de,unknown,1.0,0,
aam-mechler-engineering.de,unknown,1.0,0,
charusat.ac.in,India,2.0,Charotar University of Science and Technology,
maxi-mini.de,unknown,1.0,0,
orange.com,unknown,1.0,0,
vrenetic.de,unknown,1.0,0,
ecoaching-rostek.de,unknown,1.0,0,
michael-bischoff.de,unknown,1.0,0,
simonsuthe.de,unknown,1.0,0,
ugent.be,Belgium,2.0,Universiteit Gent,
graduate.utm.my,Malaysia,2.0,Universiti Teknologi Malaysia,
kreyss.de,unknown,1.0,0,
cau.ac.kr,"Korea, Republic of",2.0,Chung-Ang University,
ub.fu-berlin.de,Germany,2.0,FU Berlin,
bbw-hochschule.de,Germany,2.0,bbw Hochschule Berlin,
fzi.de,unknown,1.0,0,
wfg-pb.de,unknown,1.0,0,
novon.ch,unknown,1.0,0,
btq-kassel.de,unknown,1.0,0,
klinikum-fulda.de,unknown,1.0,0,
ujat.mx,Mexico,2.0,Universidad Juárez Autónoma de Tabasco,
sport.uni-freiburg.de,Germany,2.0,Universität Freiburg,
diewagners.de,unknown,1.0,0,
hilfezentrum.de,unknown,1.0,0,
itlehrer.de,unknown,1.0,0,
hof.uni-halle.de,Germany,2.0,Universität Halle,
zsl-rss.de,unknown,1.0,0,
felixplatter.ch,unknown,1.0,0,
wize-kiel.de,unknown,1.0,0,
classen-berlin.de,unknown,1.0,0,
ceratizit.com,unknown,1.0,0,
bk-international.com,unknown,1.0,0,
piksl.net,unknown,1.0,0,
mariengymnasium-arnsberg.de,unknown,1.0,0,
pgc.bistum365.de,unknown,1.0,0,
sekundarschule-anw.de,unknown,1.0,0,
sekundarschule-kirchhellen.de,unknown,1.0,0,
cardiff.ac.uk,United Kingdom,2.0,Cardiff University,
geskn.de,unknown,1.0,0,
dipf.de,unknown,1.0,0,
cam.ac.uk,United Kingdom,2.0,University of Cambridge,
schreibnetze.de,unknown,1.0,0,
heisenberg-gymnasium.de,unknown,1.0,0,
ks-og.de,unknown,1.0,0,
lambrich.biz,unknown,1.0,0,
nekoku.de,Germany,2.0,Universität Eichstätt-Ingolstadt,
vde.com,unknown,1.0,0,
ebleonline.de,0,0.0,0.0,
techeroes.de,unknown,1.0,0,
jeropia.de,unknown,1.0,0,
joachim-herz-stiftung.de,unknown,1.0,0,
agrar.hu-berlin.de,Germany,2.0,HU Berlin,
parsionate.com,unknown,1.0,0,
deutsches-museum-bonn.de,unknown,1.0,0,
anno-gymnasium.de,unknown,1.0,0,
hotmail.com,unknown,0.0,0.0,
goethelb.de,unknown,1.0,0,
mun.ca,unknown,1.0,0,
opexify.io,unknown,1.0,0,
orgaplan.org,unknown,1.0,0,
stud.dshs-koeln.de,Germany,2.0,Deutsche Sporthochschule Köln,
mri.bund.de,unknown,1.0,0,
bs-starnberg.de,unknown,1.0,0,
hofmann-foerdertechnik.com,unknown,1.0,0,
johanneswerk.de,unknown,1.0,0,
syntegon.com,unknown,1.0,0,
osaw.lernsax.de,unknown,1.0,0,
eap-abutments.com,unknown,1.0,0,
slaek.de,unknown,1.0,0,
smartit.de,unknown,1.0,0,
worldtribe.de,unknown,1.0,0,
worxbench.com,unknown,1.0,0,
gymnasium-norf.de,unknown,1.0,0,
rfh-koeln.de,Germany,2.0,Rheinische Fachhochschule Köln,
cebi.com,unknown,1.0,0,
ellentalgymnasien.de,unknown,1.0,0,
sjr-stuttgart.de,unknown,1.0,0,
elfstricheins.de,unknown,1.0,0,
ikg.uni-hannover.de,Germany,2.0,Universität Hannover,
bodybag-ulm.de,unknown,1.0,0,
